1	file	-1	-1	Holidays	1
1	file	-1	-1	Rites of Passage	2
1	file	-1	-1	Groups/Social Customs	3
1	file	-1	-1	New Year's	1.1
1	file	-1	-1	Gifts Left	1.1.1
4	item	2	8	How do Pollack dogs get bumps on their                      heads?	3.1.2.1.150	4
4	item	2	8	What do you call the jet smoke that's left in                      the sky?	3.1.2.1.151	2
4	item	2	8	How do you ruin a Polish party?	3.1.2.1.152	3
4	item	2	8	What's the most dangerous job in                      Poland?	3.1.2.1.153	2
4	item	2	8	Why did the Pollacks ice factory close                      down?	3.1.2.1.154	6
4	item	2	8	How do you keep a pollack busy all day (piece of                      paper saying flip over)	3.1.2.1.155	3
4	item	2	9	What happened to the Pollack who drank ten                      gallons of Fresca?	3.1.2.1.156	2
4	item	2	9	Pollack shoots arrow into air and                      misses	3.1.2.1.157	5
4	item	2	9	Polish grandmother has abortion because she has                      too many grandchildren	3.1.2.1.158	2
4	item	2	9	Why did the Polack go around the block 27                      times?	3.1.2.1.159	2
4	item	2	9	Did you hear about the Pollack who broke his leg                      raking leaves?	3.1.2.1.160	10
4	item	2	9	Pollack tries to steal sign on highway, gets hit                      by a truck	3.1.2.1.161	2
4	item	2	9	How do you sink a Polish ship?	3.1.2.1.162	2
4	item	2	9	War between Polish and Slavs with                      dynamite	3.1.2.1.163	1
4	item	2	9	What does it say on the bottom of a Polish                      bottle of beer?	3.1.2.1.164	2
4	item	2	9	How do you know when you've found a Polish                      fish?	3.1.2.1.165	2
4	item	2	9	TGIF stands for 'Toes Go in First' at Polish                      shoe store	3.1.2.1.166	1
4	item	2	9	Why does Pollack drive down the wrong side of                      the road in the fog?	3.1.2.1.167	1
4	item	2	9	Mexico doesn't know what to do with 2,000 Polish                      troops	3.1.2.1.168	1
4	item	2	9	Pollack tries to blow up a car, but he burned                      his lips on the muffler pipe	3.1.2.1.169	4
4	item	2	9	How can you tell when a Pollack has been using a                      computer?	3.1.2.1.170	1
4	item	2	9	Pollack's father dies, gets sad when he hears                      his brother's father died, too	3.1.2.1.171	1
4	item	2	9	When do you know that the Polish Mafia has                      struck?	3.1.2.1.172	1
4	item	2	9	Pollack tells townsmen that guillotine would                      work better if the runners were greased 	3.1.2.1.173	2
4	item	2	9	Pollack trips over wishing cliff while swearing                    	3.1.2.1.174	1
4	item	2	9	What's the last thing a Pollack sees after being                      thrown down a well? 	3.1.2.1.175	1
4	item	2	10	Pollack turns back, swims to next island when                      only 10 mls away from beach	3.1.2.1.176	1
4	item	2	10	Pollack freezes to death in drive-in wanting to                      see 'closed for the season'	3.1.2.1.177	1
4	item	2	10	Why did Pollacks paint their garbage cans orange                      and black	3.1.2.1.178	8
4	item	2	10	'That's pretty good for a Pollack'	3.1.2.1.179	1
4	item	2	10	Pollacks drowned because they couldn't get                      tailgate open	3.1.2.1.180	2
4	item	2	10	How many Pollacks does it take to make                      popcorn?	3.1.2.1.181	1
4	item	2	10	Pollack comments on duck retrieving dog, saying,                      'It can't swim.'	3.1.2.1.182	1
4	item	2	10	Why do Pollacks have round shoulders and flat                      foreheads?	3.1.2.1.183	2
4	item	2	10	Pollack looking for his right hand	3.1.2.1.184	1
4	item	2	10	Farmer offers freedom if men can shove 50 fruit                      up rear end, Pollack chooses watermelon	3.1.2.1.185	1
4	item	2	10	Pollack uses pocket change instead of toilet                      paper	3.1.2.1.186	3
4	item	2	10	Why does a Pollack put Tin-foil on his                      nose?	3.1.2.1.187	1
4	item	2	10	Pollack discovers he can put right guard under                      left arm	3.1.2.1.188	1
4	item	2	10	Pollack says,'Look at that, they're throwing                      away a perfectly good (racial explicit)'	3.1.2.1.189	2
4	item	2	10	Pollacks form carpool, decide to meet at                      work	3.1.2.1.190	1
4	item	2	10	When asked if he can pass a football Pollack                      answers, 'I couldn't even swallow one'	3.1.2.1.191	1
4	item	2	10	What do you call a Pollack with a ten-thousand                      dollar hat?	3.1.2.1.192	1
4	item	2	10	Pollack gets so cold, he shuts gate while trying                      to sleep in the middle of the field	3.1.2.1.193	1
4	item	2	10	Pollack locks his family in car, uses coathanger                      to get them out	3.1.2.1.194	1
4	item	2	10	Pollack claims to be able to Pilot, really means                      pile it	3.1.2.1.195	1
4	item	2	10	How did the Pollack swim in the septic                      tank?	3.1.2.1.196	1
4	item	2	10	Why did the Pollack take a clock to                      bed?	3.1.2.1.197	1
4	item	2	10	Why did the Pollack cut off his arm?	3.1.2.1.198	1
4	item	2	10	Why did the Pollack take a ruler to                      bed?	3.1.2.1.199	1
4	item	2	10	Pollack tells hotdog vendor that his name's not                      Frank	3.1.2.1.200	1
4	item	2	11	Pollack sees sign 'Chicago left' so he turned                      around and went home	3.1.2.1.201	1
4	item	2	11	Pollack ice hockey team drowns during spring                      training	3.1.2.1.202	1
4	item	2	11	Pollack mother doesn't change her child's diaper                      more often because box says they only hold up to 30 lbs	3.1.2.1.203	2
4	item	2	11	'If my mother has a kid, not my brother, not my                      sister, who is it?' 'Black in San Fransisco!'	3.1.2.1.204	1
4	item	2	11	How come Pollacks never make Kool                      Aid?	3.1.2.1.205	1
4	item	2	11	Pollacks get off camel, camel runs away because                      the light turns green	3.1.2.1.206	2
4	item	2	11	Pollacks buried with bums in the air so they can                      be used as bike racks	3.1.2.1.207	1
4	item	2	11	Pollack buys box of tampons so he can swim,                      horseback ride, and jogg	3.1.2.1.208	1
4	item	2	11	Interviewer asks Pollacks two questions, he                      responds with half-blind and blind	3.1.2.1.209	1
4	item	2	11	A Pollack that is very experience at minning can                      only work the day shift	3.1.2.1.210	3
4	item	2	11	Pollack pulls 10 lb. bugger out of his nose, his                      head collapsed	3.1.2.1.211	1
4	item	2	11	How would the Polish Government have handled the                      Iran Crisis?	3.1.2.1.212	1
4	item	2	11	How can you tell a Pollack at a cock                      fight?	3.1.2.1.213	1
4	item	2	11	Pollack hears someone yelling about Sunny                      Beaches, assumes it's a Californian	3.1.2.1.214	1
4	item	2	11	Why wouldn't the Pollack wear a                      bikini?	3.1.2.1.215	1
4	item	2	11	Pollack's name isn't Bill	3.1.2.1.216	2
4	item	2	11	Polish Fencing	3.1.2.1.217	2
4	item	2	11	Polacks wanted to be known smart and they stated                      building a bridge between Utah and Nevada, which makes them to be                      dumber	3.1.2.1.218	1
4	item	2	11	People stop painting white airplanes on the road                      because Polack kept trying to hijack them 	3.1.2.1.219	1
4	item	2	11	Pollock takes elk pellets to be                      smarter	3.1.2.1.220	1
4	item	2	11	Can you guess which hand is the quarter in if                      you are Polish?	3.1.2.1.221	1
4	item	2	11	What is a pimple on a Pollack rear end? (Brain                      tumor)	3.1.2.1.222	2
4	item	2	11	Why don't Pollack mothers nurse their                      babies?	3.1.2.1.223	2
4	item	2	11	Heard of the Pollack who bought snow tires and                      they melted? 	3.1.2.1.224	1
4	item	2	11	Pollack didn't know to put a potato in the front                      of a swim trunk 	3.1.2.1.225	1
4	item	2	12	Pollack took all day to chop a hole for ice                      fishing	3.1.2.1.226	1
4	item	2	12	Why won't Pollack parents let their kids play in                      the sand box?	3.1.2.1.227	2
4	item	2	12	How many Pollack does it take to wash a                      windshield?	3.1.2.1.228	2
4	item	2	12	Poland surrendered	3.1.2.1.229	2
4	item	2	12	Pollack purposefully drops nickels in a toilet                      just to take out one nickel	3.1.2.1.230	2
4	item	2	12	How many Pollack does it take to make chocolate                      chip cookies?	3.1.2.1.231	1
4	item	2	12	What happened when a grenade was thrown at a                      Pollack?	3.1.2.1.232	2
4	item	2	12	Pollack accidently yells 'crap' when making a                      wish	3.1.2.1.233	2
4	item	2	12	Pollacks drowned because they hijacked a bus to                      Cuba	3.1.2.1.234	1
4	item	2	12	Pollack are putting up a fence around Poland's                      largest zoo	3.1.2.1.235	1
4	item	2	12	Pollack mother responded 'Are you sure it's                      yours?' when her daughter is pregnant	3.1.2.1.236	1
4	item	2	12	'Hose can you see?'	3.1.2.1.237	1
4	item	2	12	Pollack jumps on a pile of manure with his head going first	3.1.2.1.238	1
4	item	2	12	Pollacks clean restrooms when they see 'Clean Restrooms Ahead' sign	3.1.2.1.239	1
4	file	2	12	Esoteric	3.1.2.2
4	item	2	12	Pollack dresses his friend out after he                      accidently shot him	3.1.2.2.1	1
4	file	3	1-2	Jewish	3.1.3
4	file	3	1	Exoteric	3.1.3.1
4	item	3	1	"Funny you should ask." 	3.1.3.1.1	5
4	item	3	1	Sequel to "Jaws."	3.1.3.1.2	1
4	item	3	1	Rabbi throws up money and whatever the Lord                      wants, he takes	3.1.3.1.3	1
4	item	3	1	Jewish boy begs not to be thrown overboard if he                      dies	3.1.3.1.4	1
4	item	3	1	Jew asked to name the people on the                      Bismarck	3.1.3.1.5	1
4	item	3	1	Jewish boy straightens up after going to a                      Catholic school	3.1.3.1.6	1
4	item	3	1	Difference between a Jew and a pizza	3.1.3.1.7	3
4	item	3	1	God intervened when the Pope and a Rabbi come                      together to discuss the fate of the Jews in Rome	3.1.3.1.8	1
4	item	3	1	Rabbi cuts off tailpipe of car given to him by                      his congregation	3.1.3.1.9	1
4	item	3	1	Rabbi pleads guilty when accused of                      assault	3.1.3.1.10	1
4	item	3	1	Jew cooks steaks on Friday to tempt Catholic                      priest	3.1.3.1.11	1
4	item	3	1	Jews ambush Arabs in the desert	3.1.3.1.12	1
4	item	3	1	Luckiest Arab in Ireland	3.1.3.1.13	1
4	item	3	1	New Jewish tire stops and picks up                      dimes	3.1.3.1.14	1
4	item	3	1	How do Jewish merchants celebrate                      Christmas?	3.1.3.1.15	1
4	item	3	1	Boy asks his father for $40, gets $5	3.1.3.1.16	1
4	item	3	1	How many Jews can you fit into a                      Volkswagen?	3.1.3.1.17	2
4	item	3	1	'Don't believe a Jew when he says the check is                      in the mail'	3.1.3.1.18	2
4	item	3	1	Jew purposefully drops a nickel in the toilet to                      make it worth it to take out original nickel	3.1.3.1.19	1
4	item	3	1	Why jewish people have big nostrils	3.1.3.1.20	1
4	item	3	1	Why do Jews have such big noses	3.1.3.1.21	1
4	item	3	1	What do Jewish housewives make most for dinner?                      (Reservations)	3.1.3.1.22	1
4	item	3	1	Do you know what a                     Jewish dilemma is?	3.1.3.1.23	1
4	item	3	1	Do you know what a                       Jewish dilemma is?	3.1.3.1.24	1
4	file	3	2	Esoteric	3.1.3.2
4	item	3	2	Jew asks for twenty dollars of cheap jewelry in                      Heaven	3.1.3.2.1	1
4	item	3	2	Jewish boy says Christ was the greatest man in                      order to get an apple	3.1.3.2.2	1
4	item	3	2	Rabbi eats to hide the fact that he is                      fasting	3.1.3.2.3	1
4	item	3	2	Tailor takes six weeks to make pants for a                      rabbi	3.1.3.2.4	1
4	item	3	2	Jews and bicycle riders cause the                      war	3.1.3.2.5	1
4	item	3	2	How grand canyon get started	3.1.3.2.6	1
4	file	3	3	Irish	3.1.4
4	file	3	3	Exoteric	3.1.4.1
4	item	3	3	Toilet seat for leprechauns.	3.1.4.1.1	1
4	item	3	3	Pati O'Furniture	3.1.4.1.2	1
4	item	3	3	Irishman tells fly that flew into beer to 'Spit                      it out!'	3.1.4.1.3	2
4	item	3	3	Why did the Irish farmer spray booze on his                      tomatoes?	3.1.4.1.4	2
4	item	3	3	Irish man sees turf rolled up in truck, wants to                      send his grass away to be cut	3.1.4.1.5	1
4	item	3	3	What's the difference between an Irish wedding                      and an Irish funeral?	3.1.4.1.6	1
4	item	3	3	Why did god invent the drink?	3.1.4.1.7	1
4	item	3	3	What is the difference between an Irishman and a                      Scotsman?	3.1.4.1.8	1
4	item	3	3	Pakistan can't be an Irish because his brain was                      removed more than fifty percent	3.1.4.1.9	1
4	item	3	3	Irish drank a big bottle of Ex-Lax after seeing                      a sign that says 'Feel Young Again, Take Ex Lax'	3.1.4.1.10	2
4	file	3	3	Esoteric	3.1.4.2
4	file	3	4-5	Italian	3.1.5
4	file	3	4	Exoteric	3.1.5.1
4	item	3	4	How many Italians to paint a house? 	3.1.5.1.1	1
4	item	3	4	Barrel of manure at Italian wedding	3.1.5.1.2	1
4	item	3	4	Stepped out of circle three times while                      motorcycle gang was not looking	3.1.5.1.3	2
4	item	3	4	Guillotine would work better if the runners were                      greased	3.1.5.1.4	1
4	item	3	4	Italian national bird	3.1.5.1.5	1
4	item	3	4	Helicopters banned from flying over                      Italy	3.1.5.1.6	1
4	item	3	4	Ever seen an Italian land mine                      detector?	3.1.5.1.7	1
4	item	3	4	Where do Italians keep their armies?	3.1.5.1.8	1
4	item	3	4	Italian army changes shorts amongst                      themselves	3.1.5.1.9	2
4	item	3	4	How do you know if an Italian has robbed your                      house?	3.1.5.1.10	2
4	item	3	4	How do you get 20 Italians in a phone                      booth?	3.1.5.1.11	2
4	item	3	4	How can you tell who's the Italian                      bride?	3.1.5.1.12	2
4	item	3	4	Most dangerous job in Italian                      village	3.1.5.1.13	2
4	item	3	4	How can you tell if you're in an Italian                      ghetto?	3.1.5.1.14	2
4	item	3	4	How do you give an intelligence test to an                      Italian?	3.1.5.1.15	2
4	item	3	4	Italian man's name was pronounced ‘Gee, I’m a                      dope’	3.1.5.1.16	1
4	item	3	4	What's an Italian shower?	3.1.5.1.17	2
4	item	3	4	How many Italians does it take to change a                       light bulb?	3.1.5.1.18	1
4	item	3	4	What do you call a 200 pounds Italian carrying a                      knife?	3.1.5.1.19	2
4	item	3	4	What's the difference between an elephant and an                      Italian mother-in-law?	3.1.5.1.20	2
4	item	3	4	Why do Italians have initials on their                      fingertips?	3.1.5.1.21	2
4	item	3	4	Why do Italians never kill flies?	3.1.5.1.22	2
4	item	3	4	Italian marries American with the biggest                      boobs	3.1.5.1.23	1
4	item	3	4	Italian scares pig and cow away from                      barn	3.1.5.1.24	1
4	item	3	4	How can you tell an Italian wedding?	3.1.5.1.25	2
4	item	3	5	How many gears does an Italian truck                      have?	3.1.5.1.26	2
4	item	3	5	What is a hundred Italian                      paratroopers?	3.1.5.1.27	2
4	item	3	5	How do you make an Italian panic?	3.1.5.1.28	2
4	item	3	5	How did the Italians get to America?	3.1.5.1.29	2
4	item	3	5	How do you keep an Italian busy (piece of paper                      saying flip over)	3.1.5.1.30	1
4	item	3	5	How do you tell which one is the bride at an Italian wedding?	3.1.5.1.31	1
4	file	3	5	Esoteric	3.1.5.2
4	file	3	6-12	Mexican	3.1.6
4	file	3	6	Exoteric	3.1.6.1
4	item	3	6	Pedro makes a butterfly from butter and a lady                      from a ladybug. 	3.1.6.1.1	2
4	item	3	6	Pancho Knievel is found in the Grand                      Canyon	3.1.6.1.2	2
4	item	3	6	Why Mexicans fought hard for the                      Alamo	3.1.6.1.3	1
4	item	3	6	Put 50,000 Mexicans in a machine to grease                      it	3.1.6.1.4	1
4	item	3	6	Don't run over a Mexican on a bike	3.1.6.1.5	5
4	item	3	6	Clear and lie in the gutter	3.1.6.1.6	1
4	item	3	6	Spichett fence	3.1.6.1.7	1
4	item	3	6	Best five years of a Mexican's life	3.1.6.1.8	1
4	item	3	6	Cross a Mexican with an octopus	3.1.6.1.9	4
4	item	3	6	Why Mexicans don't have freckles	3.1.6.1.10	3
4	item	3	6	Mexican baptism	3.1.6.1.11	3
4	item	3	6	Mexican with a C.B. in his car	3.1.6.1.12	1
4	item	3	6	Mexican with a college diploma	3.1.6.1.13	1
4	item	3	6	Mexican fortune cookies	3.1.6.1.14	2
4	item	3	6	Why Mexicans have noses	3.1.6.1.15	1
4	item	3	7	Beans fall through the grill	3.1.6.1.16	5
4	item	3	7	Cross a Mormon with a Mexican	3.1.6.1.17	9
4	item	3	7	'Steal Two Eggs' are the first words in Mexican                      Cookbook	3.1.6.1.18	1
4	item	3	7	What Mexican has an I.Q of 200	3.1.6.1.19	1
4	item	3	7	Mexican and African wish to be back in                      homelands	3.1.6.1.20	1
4	item	3	7	Farmer starts speaking Spanish when God takes                      away mosts of his brain	3.1.6.1.21	1
4	item	3	7	Mexican trips over wish-granting building and                      swears, becoming feces	3.1.6.1.22	1
4	item	3	7	Why do Mexicans put their last name on the back                      window of their car?	3.1.6.1.23	1
4	item	3	7	Bull wins once in a while	3.1.6.1.24	1
4	item	3	7	Mexicans fishing off Sahara Desert                      bridge	3.1.6.1.25	1
4	item	3	8	Skunk classified as a Mexican because he's not                      all white, not all black and he stinks	3.1.6.1.26	7
4	item	3	8	Billy the Kid kills Mexican's                      'brudder'	3.1.6.1.27	1
4	item	3	8	Why doesn't Mexico have a good olympic                      team?	3.1.6.1.28	13
4	item	3	8	What do you call four Mexicans sinking in                      quicksand?	3.1.6.1.29	3
4	item	3	8	Why do Mexicans have small steering                      wheels?	3.1.6.1.30	3
4	item	3	8	How can you tell when a family of flamingos                      moves in next to you?	3.1.6.1.31	2
4	item	3	8	Why do Mexicans have big noses?	3.1.6.1.32	3
4	item	3	8	What's the most confusing day in                      Mexico?	3.1.6.1.33	2
4	item	3	8	Why wasn't Christ born in Mexico?	3.1.6.1.34	2
4	item	3	8	Mexican couple names twins Jose(a) and                      Jose(b)	3.1.6.1.35	1
4	item	3	9	When asked what he can waste in his country,                      American picks up Mexican, throws him off boat	3.1.6.1.36	2
4	item	3	9	Why do Mexicans drive low-riders?	3.1.6.1.37	3
4	item	3	9	When does a Mexican become a                      Spaniard?	3.1.6.1.38	1
4	item	3	9	Do you have any Mexican in you?	3.1.6.1.39	1
4	item	3	9	Mexican reprimanded for honking horn to get                      traffic to move faster	3.1.6.1.40	1
4	item	3	9	'That's not yo cheese' (Nacho                      cheese)	3.1.6.1.41	4
4	item	3	9	"Never believe a Mexican when he says 'the check                      is in the mail'"	3.1.6.1.42	1
4	item	3	9	What do you call a Mexican                      quarterback?	3.1.6.1.43	1
4	item	3	9	What do you call three Mexicans in a                      Cadillac?	3.1.6.1.44	1
4	item	3	9	Mexicans are now quickly headed to Los Angeles                      to sign up for Aids	3.1.6.1.45	1
4	item	3	9	What do you call 29 Mexicans buried up to their                      necks in dirt?	3.1.6.1.46	1
4	item	3	9	Mexican crosses border, leaves behind                      partner-in-crime	3.1.6.1.47	1
4	item	3	9	Origins of the holiday, 'Cinco de                      Mayo'	3.1.6.1.48	1
4	item	3	9	Man doesn't need lube job because he hit a                      Mexican	3.1.6.1.49	3
4	item	3	9	What do you call a Mexican phone                      company?	3.1.6.1.50	1
4	item	3	10	Mexican spends his extra dollar on                      hooker	3.1.6.1.51	1
4	item	3	10	When the phone greens, I pink it up and say,                      'Yellow'	3.1.6.1.52	3
4	item	3	10	How do you kill 500 Mexicans? (bomb                      Kmart)	3.1.6.1.53	1
4	item	3	10	How many mexicans does it take to eat a                      rabbit?	3.1.6.1.54	1
4	item	3	10	What's 25 Mexicans at the bottom of Great Salt                      Lake called?	3.1.6.1.55	1
4	item	3	10	Why do Mexicans eat refried beans?	3.1.6.1.56	1
4	item	3	10	What are the best three years of a Mexican's                      life?	3.1.6.1.57	1
4	item	3	10	Mexicans are living proof that Indians did sleep                      with the buffalo	3.1.6.1.58	1
4	item	3	10	Mexican detaches car door and rolls down the                      window to cool off	3.1.6.1.59	1
4	item	3	10	'José, can you see?'	3.1.6.1.60	1
4	item	3	10	What is brown and fries chicken?	3.1.6.1.61	1
4	item	3	10	What do you get when you put two Mexicans in a                      shoe box?	3.1.6.1.62	1
4	item	3	10	What do you call a little taco in                      Spanish?	3.1.6.1.63	1
4	item	3	10	Mexican man was not afraid of Aids injection                      because he’s wearing a condom	3.1.6.1.64	1
4	item	3	10	Mexican takes two full bags of sand on his                      bicycle every day and the American did not know what he is smuggling for                    	3.1.6.1.65	1
4	item	3	11	Man wanted a golden Mexicans so that he can                      throw it in the lake	3.1.6.1.66	1
4	item	3	11	Mexican did not know what a porch is and                      insisted that it was a Mazarradi	3.1.6.1.67	1
4	item	3	11	Mexican was let into heaven for being a Diesel                      Fitter	3.1.6.1.68	1
4	item	3	11	How can you tell if a girl is virgin in                      Mexico?	3.1.6.1.69	1
4	item	3	11	"Working is what we have Mexicans                      for"	3.1.6.1.70	1
4	item	3	11	How many pallbearers at a Mexican                      funeral?	3.1.6.1.71	1
4	item	3	11	A Mexican went into a two seater outhouse and                      put one leg in one hole and the other leg in the other hole	3.1.6.1.72	2
4	item	3	11	American throws out a Mexican saying, 'There's                      plenty more where that came from'	3.1.6.1.73	1
4	file	3	12	Esoteric	3.1.6.2
4	item	3	12	Chihuahua steals a bone from a                      bulldog	3.1.6.2.1	1
4	item	3	12	Mexican jumps across a canyon after eating                      beans	3.1.6.2.2	1
4	item	3	12	Chinaman means to say how ugly death                      is	3.1.6.2.3	1
4	item	3	12	At Mexican funeral, casket accuses butter as                      reason for man's death 	3.1.6.2.4	2
4	item	3	12	Mexican brought a knife to gun fight                    	3.1.6.2.5	2
4	item	3	12	The only reason seagulls have wings is to beat                      the Mexicans to the dump	3.1.6.2.6	1
4	item	3	12	What are the first five words that a Mexican baby would say?	3.1.6.2.7	1
4	file	3	13	Texan	3.1.7
4	file	3	13	Exoteric	3.1.7.1
4	item	3	13	Undertaker gives Texan an enema and buries him                      in a shoe box	3.1.7.1.1	1
4	item	3	13	Texan grabs two Mexicans and says 'Remember the                      Alamo' before throwing them off airplane	3.1.7.1.2	9
4	item	3	13	Texas cowboy goes into cave of skunks, skunks                      leave shortly after	3.1.7.1.3	1
4	item	3	13	Texan replies with 'Bill Jackson' every time                      French man says bon appetit	3.1.7.1.4	1
4	item	3	13	Texan falls into a swimming pool and yells,                      'Don't flush it!'	3.1.7.1.5	7
4	item	3	13	You're probably a redneck if your dad walks you                      to school	3.1.7.1.6	1
4	item	3	13	You're probably a redneck if you can't marry                      your sweetheart because it's against the law	3.1.7.1.7	1
4	item	3	13	Three scariest things in Texas are 'A Mexican                      with a knife, a black man with a knife, and a Yankee with a U-Haul heading                      towards Houston.'	3.1.7.1.8	1
4	item	3	13	Difference between a Yankee and a Damn                      Yankee	3.1.7.1.9	1
4	file	3	13	Esoteric	3.1.7.2
4	item	3	13	Why doesn't Texas fall into the Gulf of Mexico?                    	3.1.7.2.1	1
4	file	3	14-15	American Indian	3.1.8
4	file	3	14	Exoteric	3.1.8.1
4	item	3	14	"Ain't ‘cha got no red pop?" 	3.1.8.1.1	1
4	item	3	14	Indian is still looking for a                      co-signer	3.1.8.1.2	1
4	item	3	14	Used too short of a buck rein	3.1.8.1.3	1
4	item	3	14	Indian uses a tomahawk to give himself a nose                      job	3.1.8.1.4	1
4	item	3	14	Child asks how Indians choose names for their                      children (Pooping dog)	3.1.8.1.5	15
4	item	3	14	Why the Indian Chief has so many                      feathers	3.1.8.1.6	1
4	item	3	14	Indian hunting dog points with it's                      lips	3.1.8.1.7	2
4	item	3	14	Waiter doesn't serve Indians, who says, 'It's                      okay, I only want a hamburger.'	3.1.8.1.8	1
4	item	3	14	'I can make you talk like an Indian'                      'How?'	3.1.8.1.9	2
4	item	3	14	How did the Indians get to America before the                      white men?	3.1.8.1.10	2
4	item	3	14	How do you keep an Indian busy (piece of paper                      saying flip over)	3.1.8.1.11	1
4	item	3	14	Indians use washing machines as                      stoves	3.1.8.1.12	1
4	item	3	14	What do you call 500 Indian women that have no nipples?	3.1.8.1.13	1
4	item	3	14	'Squash it'	3.1.8.1.14	1
4	item	3	14	'Remember Wounded Knee'	3.1.8.1.15	1
4	item	3	15	Americans have been giving Indians birds ever                      since the big feast (Thanksgiving)	3.1.8.1.16	1
4	item	3	15	Indians points with thier lips 	3.1.8.1.17	2
4	item	3	15	Indian can listen to the ground after being run                      over by a wagon	3.1.8.1.18	1
4	item	3	15	"Where is that Squaw I've got to kill?"                    	3.1.8.1.19	2
4	item	3	15	Indian boy drank 25 cups of tea and drownned in                      his teepee	3.1.8.1.20	2
4	item	3	15	Where do Indians keep their armies?	3.1.8.1.21	1
4	item	3	15	How did Indians get to the America before the                      white men?	3.1.8.1.22	1
4	item	3	15	Indian names their tribe 'Hellerwese' (Where the                      hell are we)	3.1.8.1.23	1
4	file	3	15	Esoteric	3.1.8.2
4	item	3	15	Indian tries to eat long-johns, thinking they                      are tanagra	3.1.8.2.1	1
4	item	3	15	Indian plays a trick on another by camouflaging                      manure with dirt and twigs	3.1.8.2.2	1
4	item	3	15	Indians laugh when Elder tries to warn them,                      'Watch out! They have come to steal your land!'	3.1.8.2.3	1
4	item	3	15	Indian bought the cheapest toilet paper and                      named it "John Wayne" toilet paper	3.1.8.2.4	2
4	file	4	1-13	Colleges and Schools	3.1.9
4	file	4	1	Exoteric	3.1.9.1
4	item	4	1	Five Aggies came across a cow pie. 	3.1.9.1.1	1
4	item	4	1	Aggie killed while getting a drink of                      milk	3.1.9.1.2	1
4	item	4	1	University of Utah takes an S.O.B	3.1.9.1.3	1
4	item	4	1	Coke bottle says open at other end	3.1.9.1.4	1
4	item	4	1	Ugly co-ed gets money because Santa Claus, the                      Easter Bunny and the most beautiful co-ed do not exist	3.1.9.1.5	2
4	item	4	1	Two ton pickup	3.1.9.1.6	1
4	item	4	1	Difference between co-eds and a garbage                      can	3.1.9.1.7	29
4	item	4	1	Difference between a sorority and a                      co-ed?	3.1.9.1.8	1
4	item	4	1	Difference between a co-ed and an elephant or                      hippo	3.1.9.1.9	13
4	item	4	1	How many football players does it take to screw in a                       light bulb?	3.1.9.1.10	5
4	item	4	2	How many USU co-eds does it take to screw in a                       light bulb?	3.1.9.1.11	1
4	item	4	2	Why marching group does not wear                      boots	3.1.9.1.12	1
4	item	4	2	Which co-ed will fall first?	3.1.9.1.13	1
4	item	4	2	Difference between a BYU co-ed and a police                      car	3.1.9.1.14	13
4	item	4	2	Difference between a co-ed and a Rolaids                      tablet	3.1.9.1.15	2
4	item	4	2	Co-ed doll gets fat when wound up	3.1.9.1.16	1
4	item	4	2	Difference between a co-ed and an elephant lying                      in bed	3.1.9.1.17	1
4	item	4	2	Why co-eds have calluses on their                      knuckles	3.1.9.1.18	5
4	item	4	2	Realtor has to remind students which side of sod                      goes up	3.1.9.1.19	1
4	item	4	2	BYU's library burned down	3.1.9.1.20	1
4	item	4	2	Provo's zoo	3.1.9.1.21	1
4	item	4	2	Differences between a student and a                      mouse	3.1.9.1.22	2
4	item	4	2	Why co-eds have red rings on their                      bodies	3.1.9.1.23	1
4	item	4	2	Difference between a co-ed and Ringling Brothers                      Circus	3.1.9.1.24	1
4	item	4	2	What to call a good looking girl at                      BYU	3.1.9.1.25	2
4	item	4	3	How a co-ed holds up her stocking	3.1.9.1.26	1
4	item	4	3	Student attacked while trying on odor                      eaters	3.1.9.1.27	1
4	item	4	3	Smallest book at BYU	3.1.9.1.28	1
4	item	4	3	What to call co-eds jumping out of                      plane	3.1.9.1.29	1
4	item	4	3	Most popular class at BYU	3.1.9.1.30	1
4	item	4	3	Cross a co-ed with a mermaid	3.1.9.1.31	1
4	item	4	3	High-class BYU co-eds only have their numbers in                      the telephone booths on the east side of Provo	3.1.9.1.32	1
4	item	4	3	How co-eds protect themselves from Peeping                      Toms	3.1.9.1.33	1
4	item	4	3	How to get a co-ed out of the                       bathtub	3.1.9.1.34	1
4	item	4	3	"They teach us not to piss on our                      hands."	3.1.9.1.35	1
4	item	4	3	How co-eds find each other in the dark.                    	3.1.9.1.36	1
4	item	4	3	Why Christ was not born at BYU	3.1.9.1.37	1
4	item	4	3	Co-eds put mirrors on bathroom ceilings to watch                      themselves gargle	3.1.9.1.38	1
4	item	4	3	How to tell you entered BYU country	3.1.9.1.39	1
4	item	4	3	Why co-eds do not vote	3.1.9.1.40	1
4	item	4	3	What's short, fat and hairy?	3.1.9.1.41	1
4	item	4	3	BYU co-ed wears black panties	3.1.9.1.42	1
4	item	4	3	How to propose to a co-ed	3.1.9.1.43	1
4	item	4	3	Why co-eds can not play in the                      sandbox	3.1.9.1.44	1
4	item	4	3	Co-eds point when birds fly over	3.1.9.1.45	3
4	item	4	3	How to separate the men from the                      boys	3.1.9.1.46	1
4	item	4	3	Bay of Pigs	3.1.9.1.47	3
4	item	4	3	Man-eating tiger's starved	3.1.9.1.48	4
